API_Num,UTM_X,UTM_Y,  Long_X,  Lat_Y,SP_Top_ft
1.21413E+11,318283.5908,4665953.745,-89.198416,42.124638,645.6665354
1.21413E+11,318242.1772,4665954.812,-89.198917,42.124638,646.8379265
1.21413E+11,317412.5932,4665938.336,-89.208941,42.124297,620.0668307
1.21413E+11,317478.2747,4665647.408,-89.208056,42.121694,672.1209318
1.21413E+11,318278.0797,4666009.555,-89.1985,42.125139,647.3043963
1.21413E+11,308654.2017,4669413.484,-89.315958,42.153482,656.7721457
1.21413E+11,315148.7552,4672060.24,-89.23825,42.178861,536.6703412
1.21413E+11,316977.6625,4669552.387,-89.215333,42.156721,650.8011811
1.21413E+11,309819.6941,4665079.887,-89.30045,42.114767,662.4844816
1.21413E+11,310829.3572,4665776.261,-89.288472,42.121278,622.1992454
1.21413E+11,313347.4906,4671663.933,-89.259917,42.174867,547.0575131
1.21413E+11,312051.4439,4672565.018,-89.275888,42.182666,529.7428806
1.21413E+11,315667.3119,4671697.855,-89.231861,42.175722,533.5695866
1.21413E+11,319506.3587,4666508.927,-89.183805,42.129917,605.2710958
1.21413E+11,321017.6377,4666402.542,-89.1655,42.129306,557.8406496
1.21413E+11,321341.7399,4666499.217,-89.161611,42.13025,557.4363517
1.21413E+11,309324.7247,4665387.6,-89.306533,42.117416,667.5754265
1.21413E+11,310391.9729,4665917.564,-89.293805,42.122444,655.9099738
1.21413E+11,311910.6305,4668926.486,-89.276417,42.149888,685.0407808
1.21413E+11,310893.1571,4669611.314,-89.288944,42.155806,634.0470472
1.21413E+11,314085.7338,4668883.132,-89.250098,42.150017,672.359416
1.21413E+11,313683.3025,4669515.349,-89.255167,42.155611,656.1573163
1.21413E+11,315551.3639,4666651.32,-89.231667,42.130278,505.1398622
1.22013E+11,321560.3965,4672641.456,-89.160848,42.18558,500.60771
1.22013E+11,321511.5328,4670223.132,-89.160698,42.163804,566.641601
1.22013E+11,320666.0166,4673069.291,-89.171803,42.189226,524.8584974
1.22013E+11,322795.174,4673838.384,-89.14627,42.196633,554.6776575
1.22013E+11,323064.0971,4672312.407,-89.142551,42.18296,503.4036089
1.22013E+11,321310,4670226.461,-89.163137,42.163788,562.400164
1.22013E+11,321376.9774,4673463.556,-89.16332,42.192937,540.3715223
1.22013E+11,320674.5674,4673479.634,-89.171826,42.192921,554.0385171
1.22013E+11,322152.1311,4672019.044,-89.153497,42.180113,534.1604331
1.22013E+11,322584.8984,4673438.125,-89.148693,42.192983,526.3002953
1.22013E+11,322785.3386,4673434.522,-89.146266,42.192996,525.5952756
1.22013E+11,321367.8407,4673054.563,-89.163305,42.189254,506.0644685
1.22013E+11,321378.1651,4673451.748,-89.163302,42.192831,509.549147
